drug_a	drug_b	cell_line	score	fold
CARBOPLATIN	ZOLINZA	CAOV3	15.0943624571	4
CARBOPLATIN	ZOLINZA	COLO320DM	-0.1664646173	4
CARBOPLATIN	ZOLINZA	DLD1	-3.4086346192000003	4
CARBOPLATIN	ZOLINZA	EFM192B	-4.784087207	4
CARBOPLATIN	ZOLINZA	ES2	-3.3617113863999997	4
CARBOPLATIN	ZOLINZA	HCT116	6.0398735364	4
CARBOPLATIN	ZOLINZA	HT144	10.867582696400001	4
CARBOPLATIN	ZOLINZA	HT29	13.8138629806	4
CARBOPLATIN	ZOLINZA	KPL1	8.144448194299999	4
CARBOPLATIN	ZOLINZA	LNCAP	13.6564556148	4
CARBOPLATIN	ZOLINZA	LOVO	8.5049595847	4
CARBOPLATIN	ZOLINZA	MDAMB436	3.4661930775	4
CARBOPLATIN	ZOLINZA	MSTO	-0.6992561023	4
CARBOPLATIN	ZOLINZA	NCIH1650	-8.1499351299	4
CARBOPLATIN	ZOLINZA	NCIH2122	1.1110109017	4
CARBOPLATIN	ZOLINZA	NCIH23	-20.8267462697	4
CARBOPLATIN	ZOLINZA	NCIH460	3.8916404447	4
CARBOPLATIN	ZOLINZA	NCIH520	-9.9151420072	4
CARBOPLATIN	ZOLINZA	OCUBM	-13.6630318417	4
CARBOPLATIN	ZOLINZA	OV90	-6.8484384916	4
CARBOPLATIN	ZOLINZA	OVCAR3	-5.0454849566	4
CARBOPLATIN	ZOLINZA	PA1	-13.328720938800002	4
CARBOPLATIN	ZOLINZA	RKO	17.826419002799998	4
CARBOPLATIN	ZOLINZA	RPMI7951	-4.7600239065	4
CARBOPLATIN	ZOLINZA	SKMEL30	-1.2378847438	4
CARBOPLATIN	ZOLINZA	SKMES1	7.420193696599999	4
CARBOPLATIN	ZOLINZA	SKOV3	5.3330137576	4
CARBOPLATIN	ZOLINZA	SW620	-12.762539006199999	4
CARBOPLATIN	ZOLINZA	SW837	-0.8240757678	4
CARBOPLATIN	ZOLINZA	T47D	39.8520341825	4
CARBOPLATIN	ZOLINZA	UACC62	10.7226761766	4
CARBOPLATIN	ZOLINZA	UWB1289BRCA1	8.2480252738	4
CARBOPLATIN	ZOLINZA	UWB1289	13.4310230024	4
CARBOPLATIN	ZOLINZA	VCAP	13.1932104502	4
CARBOPLATIN	ZOLINZA	ZR751	-3.9428995318999998	4
CYCLOPHOSPHAMIDE	ABT-888	A2058	12.7249674359	0
CYCLOPHOSPHAMIDE	ABT-888	A2780	10.543718330499999	0
CYCLOPHOSPHAMIDE	ABT-888	A375	1.0742758099	0
CYCLOPHOSPHAMIDE	ABT-888	A427	-11.6388796799	0
CYCLOPHOSPHAMIDE	ABT-888	CAOV3	8.935876992799999	0
CYCLOPHOSPHAMIDE	ABT-888	COLO320DM	9.4375012964	0
CYCLOPHOSPHAMIDE	ABT-888	DLD1	6.0159463468	0
CYCLOPHOSPHAMIDE	ABT-888	EFM192B	8.639489261	0
CYCLOPHOSPHAMIDE	ABT-888	ES2	-7.765952714299999	0
CYCLOPHOSPHAMIDE	ABT-888	HCT116	16.800850858900002	0
CYCLOPHOSPHAMIDE	ABT-888	HT144	7.7012014511	0
CYCLOPHOSPHAMIDE	ABT-888	HT29	0.6729202891	0
CYCLOPHOSPHAMIDE	ABT-888	KPL1	-10.632011200700001	0
CYCLOPHOSPHAMIDE	ABT-888	LNCAP	-13.9619847548	0
CYCLOPHOSPHAMIDE	ABT-888	LOVO	-4.9527410642000005	0
CYCLOPHOSPHAMIDE	ABT-888	MDAMB436	3.1367657673	0
CYCLOPHOSPHAMIDE	ABT-888	MSTO	7.9189745951	0
CYCLOPHOSPHAMIDE	ABT-888	NCIH1650	-3.9859846828	0
CYCLOPHOSPHAMIDE	ABT-888	NCIH2122	4.7747569736	0
CYCLOPHOSPHAMIDE	ABT-888	NCIH23	5.185860464	0
CYCLOPHOSPHAMIDE	ABT-888	NCIH460	17.4341120214	0
CYCLOPHOSPHAMIDE	ABT-888	NCIH520	4.4289515908	0
CYCLOPHOSPHAMIDE	ABT-888	OCUBM	15.841442539800001	0
CYCLOPHOSPHAMIDE	ABT-888	OV90	11.773231933699998	0
CYCLOPHOSPHAMIDE	ABT-888	OVCAR3	0.4768395332	0
CYCLOPHOSPHAMIDE	ABT-888	PA1	9.0848387159	0
CYCLOPHOSPHAMIDE	ABT-888	RKO	16.6644600106	0
CYCLOPHOSPHAMIDE	ABT-888	RPMI7951	-7.016517482	0
CYCLOPHOSPHAMIDE	ABT-888	SKMEL30	3.1085744173000003	0
CYCLOPHOSPHAMIDE	ABT-888	SKMES1	8.9743386799	0
CYCLOPHOSPHAMIDE	ABT-888	SKOV3	5.695025193999999	0
CYCLOPHOSPHAMIDE	ABT-888	SW620	1.384972156	0
CYCLOPHOSPHAMIDE	ABT-888	SW837	-15.420558218599998	0
CYCLOPHOSPHAMIDE	ABT-888	T47D	-4.0885971301	0
CYCLOPHOSPHAMIDE	ABT-888	UACC62	2.1757129628	0
CYCLOPHOSPHAMIDE	ABT-888	UWB1289BRCA1	-8.4049740696	0
CYCLOPHOSPHAMIDE	ABT-888	UWB1289	-6.5277136704	0
CYCLOPHOSPHAMIDE	ABT-888	VCAP	2.2134116703999998	0
CYCLOPHOSPHAMIDE	ABT-888	ZR751	-32.2162925154	0
CYCLOPHOSPHAMIDE	AZD1775	A2058	4.8374594684	0
CYCLOPHOSPHAMIDE	AZD1775	A2780	2.6695707412000003	0
CYCLOPHOSPHAMIDE	AZD1775	A375	1.9472861080000001	0
CYCLOPHOSPHAMIDE	AZD1775	A427	4.3783281562	0
CYCLOPHOSPHAMIDE	AZD1775	CAOV3	0.821727911	0
CYCLOPHOSPHAMIDE	AZD1775	COLO320DM	7.7515631117999995	0
CYCLOPHOSPHAMIDE	AZD1775	DLD1	6.0770720149	0
CYCLOPHOSPHAMIDE	AZD1775	EFM192B	-1.6340164341999999	0
CYCLOPHOSPHAMIDE	AZD1775	ES2	0.6268725333	0
CYCLOPHOSPHAMIDE	AZD1775	HCT116	1.3740016797	0
CYCLOPHOSPHAMIDE	AZD1775	HT144	4.334035804	0
CYCLOPHOSPHAMIDE	AZD1775	HT29	9.6753482257	0
CYCLOPHOSPHAMIDE	AZD1775	KPL1	1.1068451984	0
CYCLOPHOSPHAMIDE	AZD1775	LNCAP	-41.4772093479	0
CYCLOPHOSPHAMIDE	AZD1775	LOVO	-4.0399195002	0
CYCLOPHOSPHAMIDE	AZD1775	MDAMB436	5.7905138905	0
CYCLOPHOSPHAMIDE	AZD1775	MSTO	0.8739818723999999	0
CYCLOPHOSPHAMIDE	AZD1775	NCIH1650	16.8889801029	0
CYCLOPHOSPHAMIDE	AZD1775	NCIH2122	6.723657226	0
CYCLOPHOSPHAMIDE	AZD1775	NCIH23	-2.3848717944	0
CYCLOPHOSPHAMIDE	AZD1775	NCIH460	0.6393988282999999	0
CYCLOPHOSPHAMIDE	AZD1775	NCIH520	10.3760658362	0
CYCLOPHOSPHAMIDE	AZD1775	OCUBM	4.178340850400001	0
CYCLOPHOSPHAMIDE	AZD1775	OV90	-2.7609610695	0
CYCLOPHOSPHAMIDE	AZD1775	OVCAR3	8.2477230602	0
CYCLOPHOSPHAMIDE	AZD1775	PA1	3.38069755	0
CYCLOPHOSPHAMIDE	AZD1775	RKO	4.4787374533	0
CYCLOPHOSPHAMIDE	AZD1775	RPMI7951	6.272445920700001	0
CYCLOPHOSPHAMIDE	AZD1775	SKMEL30	9.047295544099999	0
CYCLOPHOSPHAMIDE	AZD1775	SKMES1	7.8726734761	0
CYCLOPHOSPHAMIDE	AZD1775	SKOV3	14.858244438699998	0
CYCLOPHOSPHAMIDE	AZD1775	SW620	1.4643702156	0
CYCLOPHOSPHAMIDE	AZD1775	SW837	4.4171251223	0
CYCLOPHOSPHAMIDE	AZD1775	T47D	-8.212706735800001	0
CYCLOPHOSPHAMIDE	AZD1775	UACC62	7.0982352742999995	0
CYCLOPHOSPHAMIDE	AZD1775	UWB1289BRCA1	6.162722823999999	0
CYCLOPHOSPHAMIDE	AZD1775	UWB1289	67.6367409257	0
CYCLOPHOSPHAMIDE	AZD1775	VCAP	2.4728261937	0
CYCLOPHOSPHAMIDE	AZD1775	ZR751	0.0690818441	0
CYCLOPHOSPHAMIDE	BEZ-235	A2058	12.7461879998	1
CYCLOPHOSPHAMIDE	BEZ-235	A2780	17.874891482	1
CYCLOPHOSPHAMIDE	BEZ-235	A375	12.8445701548	1
CYCLOPHOSPHAMIDE	BEZ-235	A427	6.8435760301999995	1
CYCLOPHOSPHAMIDE	BEZ-235	CAOV3	25.734269031999997	1
CYCLOPHOSPHAMIDE	BEZ-235	COLO320DM	19.187067038800002	1
CYCLOPHOSPHAMIDE	BEZ-235	DLD1	8.4507242835	1
CYCLOPHOSPHAMIDE	BEZ-235	EFM192B	24.0275732729	1
CYCLOPHOSPHAMIDE	BEZ-235	ES2	13.6449687006	1
CYCLOPHOSPHAMIDE	BEZ-235	HCT116	19.718061561600003	1
CYCLOPHOSPHAMIDE	BEZ-235	HT144	4.1806030974	1
CYCLOPHOSPHAMIDE	BEZ-235	HT29	27.569120559699996	1
CYCLOPHOSPHAMIDE	BEZ-235	KPL1	17.7668497324	1
CYCLOPHOSPHAMIDE	BEZ-235	LNCAP	67.79077682890001	1
CYCLOPHOSPHAMIDE	BEZ-235	LOVO	15.2155428654	1
CYCLOPHOSPHAMIDE	BEZ-235	MDAMB436	19.465792834600002	1
CYCLOPHOSPHAMIDE	BEZ-235	MSTO	0.19461709370000002	1
CYCLOPHOSPHAMIDE	BEZ-235	NCIH1650	17.1066708103	1
CYCLOPHOSPHAMIDE	BEZ-235	NCIH2122	15.242570815899999	1
CYCLOPHOSPHAMIDE	BEZ-235	NCIH23	13.7167567566	1
CYCLOPHOSPHAMIDE	BEZ-235	NCIH460	15.779113921099999	1
CYCLOPHOSPHAMIDE	BEZ-235	NCIH520	27.0652650531	1
CYCLOPHOSPHAMIDE	BEZ-235	OCUBM	24.433539423000003	1
CYCLOPHOSPHAMIDE	BEZ-235	OV90	18.2220659313	1
CYCLOPHOSPHAMIDE	BEZ-235	OVCAR3	9.703324838099999	1
CYCLOPHOSPHAMIDE	BEZ-235	PA1	11.229395081400002	1
CYCLOPHOSPHAMIDE	BEZ-235	RKO	10.0769649593	1
CYCLOPHOSPHAMIDE	BEZ-235	RPMI7951	20.1160191471	1
CYCLOPHOSPHAMIDE	BEZ-235	SKMEL30	18.4464809914	1
CYCLOPHOSPHAMIDE	BEZ-235	SKMES1	18.3195589452	1
CYCLOPHOSPHAMIDE	BEZ-235	SKOV3	11.7052326125	1
CYCLOPHOSPHAMIDE	BEZ-235	SW620	15.9233170886	1
CYCLOPHOSPHAMIDE	BEZ-235	SW837	24.162980950399998	1
CYCLOPHOSPHAMIDE	BEZ-235	T47D	100.40249538569999	1
CYCLOPHOSPHAMIDE	BEZ-235	UACC62	15.361149115999998	1
CYCLOPHOSPHAMIDE	BEZ-235	UWB1289BRCA1	28.897504174	1
CYCLOPHOSPHAMIDE	BEZ-235	UWB1289	32.0636979446	1
CYCLOPHOSPHAMIDE	BEZ-235	VCAP	23.408079934899998	1
CYCLOPHOSPHAMIDE	BEZ-235	ZR751	16.9662124657	1
CYCLOPHOSPHAMIDE	BORTEZOMIB	A2058	4.609111485	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	A2780	-11.2673537498	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	A375	28.5770741544	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	A427	-8.5027727279	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	CAOV3	-36.6541399244	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	COLO320DM	3.3473386332999997	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	DLD1	14.1740242056	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	EFM192B	8.9563888549	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	ES2	5.9156913306	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	HCT116	14.228553072999999	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	HT144	4.2484186582	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	HT29	-16.6761225869	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	KPL1	-15.4053268473	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	LNCAP	6.9656699474	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	LOVO	5.0964872331999995	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	MDAMB436	-0.6193109644	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	MSTO	13.954515388499999	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	NCIH1650	-14.475448634500001	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	NCIH2122	27.756929044299998	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	NCIH23	7.3752143106	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	NCIH460	14.88718391	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	NCIH520	-17.7192475724	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	OCUBM	12.940242508199999	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	OV90	-1.8971338369	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	OVCAR3	-25.178537049899997	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	PA1	5.0815190035	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	RKO	28.379859114699997	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	RPMI7951	2.1076984253	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	SKMEL30	7.1907971573000005	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	SKMES1	-10.2518384032	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	SKOV3	-2.6623226544	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	SW620	8.0770383005	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	SW837	5.0059096372	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	T47D	-23.0885976798	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	UACC62	-9.5250276953	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	UWB1289BRCA1	-16.0380612892	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	UWB1289	-17.3859403933	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	VCAP	-1.0540292394	0
CYCLOPHOSPHAMIDE	BORTEZOMIB	ZR751	8.8652708064	0
CYCLOPHOSPHAMIDE	DASATINIB	A2058	10.3791196623	1
CYCLOPHOSPHAMIDE	DASATINIB	A2780	23.258257423899998	1
CYCLOPHOSPHAMIDE	DASATINIB	A375	-7.039252512999999	1
CYCLOPHOSPHAMIDE	DASATINIB	A427	17.46960422	1
CYCLOPHOSPHAMIDE	DASATINIB	CAOV3	2.1477208166	1
CYCLOPHOSPHAMIDE	DASATINIB	COLO320DM	4.0766251876999995	1
CYCLOPHOSPHAMIDE	DASATINIB	DLD1	14.150145158499999	1
CYCLOPHOSPHAMIDE	DASATINIB	EFM192B	18.1053663187	1
CYCLOPHOSPHAMIDE	DASATINIB	ES2	-5.659802414700001	1
CYCLOPHOSPHAMIDE	DASATINIB	HCT116	-28.0015220616	1
CYCLOPHOSPHAMIDE	DASATINIB	HT144	-53.7964811886	1
CYCLOPHOSPHAMIDE	DASATINIB	HT29	14.4363022875	1
CYCLOPHOSPHAMIDE	DASATINIB	KPL1	-4.9881677686	1
CYCLOPHOSPHAMIDE	DASATINIB	LNCAP	-27.428836233200002	1
CYCLOPHOSPHAMIDE	DASATINIB	LOVO	20.840824331500002	1
CYCLOPHOSPHAMIDE	DASATINIB	MDAMB436	8.3913878834	1
CYCLOPHOSPHAMIDE	DASATINIB	MSTO	-16.9964544401	1
CYCLOPHOSPHAMIDE	DASATINIB	NCIH1650	24.7930057695	1
CYCLOPHOSPHAMIDE	DASATINIB	NCIH2122	-48.3772955559	1
CYCLOPHOSPHAMIDE	DASATINIB	NCIH23	1.4470816525	1
CYCLOPHOSPHAMIDE	DASATINIB	NCIH460	-3.312764954	1
CYCLOPHOSPHAMIDE	DASATINIB	NCIH520	16.1958646605	1
CYCLOPHOSPHAMIDE	DASATINIB	OCUBM	9.537455422699999	1
CYCLOPHOSPHAMIDE	DASATINIB	OV90	-3.1959106802	1
CYCLOPHOSPHAMIDE	DASATINIB	OVCAR3	50.7284159943	1
CYCLOPHOSPHAMIDE	DASATINIB	PA1	3.5941110342	1
CYCLOPHOSPHAMIDE	DASATINIB	RKO	6.4090834445	1
CYCLOPHOSPHAMIDE	DASATINIB	RPMI7951	3.6911843801999997	1
CYCLOPHOSPHAMIDE	DASATINIB	SKMEL30	-24.3455413456	1
CYCLOPHOSPHAMIDE	DASATINIB	SKMES1	7.500440390800001	1
CYCLOPHOSPHAMIDE	DASATINIB	SKOV3	-5.8209103924	1
CYCLOPHOSPHAMIDE	DASATINIB	SW620	6.4254288734000005	1
CYCLOPHOSPHAMIDE	DASATINIB	SW837	9.9811221501	1
CYCLOPHOSPHAMIDE	DASATINIB	T47D	-15.338629985699999	1
CYCLOPHOSPHAMIDE	DASATINIB	UACC62	-3.6801532206	1
CYCLOPHOSPHAMIDE	DASATINIB	UWB1289BRCA1	5.5827476399	1
CYCLOPHOSPHAMIDE	DASATINIB	UWB1289	-1.5682775088999998	1
CYCLOPHOSPHAMIDE	DASATINIB	VCAP	14.1881519854	1
CYCLOPHOSPHAMIDE	DASATINIB	ZR751	-16.7646277344	1
CYCLOPHOSPHAMIDE	DINACICLIB	A2058	12.4027520316	1
CYCLOPHOSPHAMIDE	DINACICLIB	A2780	-3.2474796405	1
CYCLOPHOSPHAMIDE	DINACICLIB	A375	10.3527619354	1
CYCLOPHOSPHAMIDE	DINACICLIB	A427	6.4099319682	1
CYCLOPHOSPHAMIDE	DINACICLIB	CAOV3	-17.6039077101	1
CYCLOPHOSPHAMIDE	DINACICLIB	COLO320DM	8.1386917748	1
CYCLOPHOSPHAMIDE	DINACICLIB	DLD1	4.0569745009	1
CYCLOPHOSPHAMIDE	DINACICLIB	EFM192B	12.3004529203	1
CYCLOPHOSPHAMIDE	DINACICLIB	ES2	2.6244949246	1
CYCLOPHOSPHAMIDE	DINACICLIB	HCT116	5.753102383099999	1
CYCLOPHOSPHAMIDE	DINACICLIB	HT144	4.0111419383	1
CYCLOPHOSPHAMIDE	DINACICLIB	HT29	0.49146032	1
CYCLOPHOSPHAMIDE	DINACICLIB	KPL1	-12.264233443299998	1
CYCLOPHOSPHAMIDE	DINACICLIB	LNCAP	56.6778811374	1
CYCLOPHOSPHAMIDE	DINACICLIB	LOVO	0.334127273	1
CYCLOPHOSPHAMIDE	DINACICLIB	MDAMB436	-0.8983968219	1
CYCLOPHOSPHAMIDE	DINACICLIB	MSTO	20.7798024893	1
CYCLOPHOSPHAMIDE	DINACICLIB	NCIH1650	7.6175346917999995	1
CYCLOPHOSPHAMIDE	DINACICLIB	NCIH2122	6.8154205277	1
CYCLOPHOSPHAMIDE	DINACICLIB	NCIH23	-3.64729825	1
CYCLOPHOSPHAMIDE	DINACICLIB	NCIH460	10.0035713913	1
CYCLOPHOSPHAMIDE	DINACICLIB	NCIH520	5.3563117196	1
CYCLOPHOSPHAMIDE	DINACICLIB	OCUBM	16.0997493882	1
CYCLOPHOSPHAMIDE	DINACICLIB	OV90	-1.2093687729	1
CYCLOPHOSPHAMIDE	DINACICLIB	OVCAR3	1.5217758765	1
CYCLOPHOSPHAMIDE	DINACICLIB	PA1	-0.6471601985000001	1
CYCLOPHOSPHAMIDE	DINACICLIB	RKO	15.2376778292	1
CYCLOPHOSPHAMIDE	DINACICLIB	RPMI7951	6.489094289	1
CYCLOPHOSPHAMIDE	DINACICLIB	SKMEL30	5.5949778159	1
CYCLOPHOSPHAMIDE	DINACICLIB	SKMES1	11.910760953699999	1
CYCLOPHOSPHAMIDE	DINACICLIB	SKOV3	6.254971690700001	1
CYCLOPHOSPHAMIDE	DINACICLIB	SW620	6.2949776325	1
CYCLOPHOSPHAMIDE	DINACICLIB	SW837	-11.812889462200001	1
CYCLOPHOSPHAMIDE	DINACICLIB	T47D	0.0007498144	1
CYCLOPHOSPHAMIDE	DINACICLIB	UACC62	9.7667199097	1
CYCLOPHOSPHAMIDE	DINACICLIB	UWB1289BRCA1	-7.6240911347	1
CYCLOPHOSPHAMIDE	DINACICLIB	UWB1289	-8.4351987089	1
CYCLOPHOSPHAMIDE	DINACICLIB	VCAP	10.8251613459	1
CYCLOPHOSPHAMIDE	DINACICLIB	ZR751	10.042299094199999	1
CYCLOPHOSPHAMIDE	ERLOTINIB	A2058	-2.4771009265	0
CYCLOPHOSPHAMIDE	ERLOTINIB	A2780	-0.0099722188	0
CYCLOPHOSPHAMIDE	ERLOTINIB	A375	-4.2310484029	0
CYCLOPHOSPHAMIDE	ERLOTINIB	A427	0.6336468358	0
CYCLOPHOSPHAMIDE	ERLOTINIB	CAOV3	-4.0870854192	0
CYCLOPHOSPHAMIDE	ERLOTINIB	COLO320DM	-1.2755462166	0
CYCLOPHOSPHAMIDE	ERLOTINIB	DLD1	2.3381182001	0
CYCLOPHOSPHAMIDE	ERLOTINIB	EFM192B	2.2820477112	0
CYCLOPHOSPHAMIDE	ERLOTINIB	ES2	-4.6644878297000005	0
CYCLOPHOSPHAMIDE	ERLOTINIB	HCT116	-3.7070227502999997	0
CYCLOPHOSPHAMIDE	ERLOTINIB	HT144	-13.571682342599999	0
CYCLOPHOSPHAMIDE	ERLOTINIB	HT29	2.1698000725999997	0
CYCLOPHOSPHAMIDE	ERLOTINIB	KPL1	-6.373246301699999	0
CYCLOPHOSPHAMIDE	ERLOTINIB	LNCAP	-29.8958427284	0
CYCLOPHOSPHAMIDE	ERLOTINIB	LOVO	-3.0722807444	0
CYCLOPHOSPHAMIDE	ERLOTINIB	MDAMB436	-5.4105056741999995	0
CYCLOPHOSPHAMIDE	ERLOTINIB	MSTO	-11.8103644698	0
CYCLOPHOSPHAMIDE	ERLOTINIB	NCIH1650	-7.6490294451	0
CYCLOPHOSPHAMIDE	ERLOTINIB	NCIH2122	5.4168465858	0
CYCLOPHOSPHAMIDE	ERLOTINIB	NCIH23	-7.063968146000001	0
CYCLOPHOSPHAMIDE	ERLOTINIB	NCIH460	-8.7229038303	0
CYCLOPHOSPHAMIDE	ERLOTINIB	NCIH520	6.6814977869000005	0
CYCLOPHOSPHAMIDE	ERLOTINIB	OCUBM	2.1445404397	0
CYCLOPHOSPHAMIDE	ERLOTINIB	OV90	-13.2393729614	0
CYCLOPHOSPHAMIDE	ERLOTINIB	OVCAR3	-6.420695627000001	0
CYCLOPHOSPHAMIDE	ERLOTINIB	PA1	-0.045547222000000005	0
CYCLOPHOSPHAMIDE	ERLOTINIB	RKO	-11.2879548998	0
CYCLOPHOSPHAMIDE	ERLOTINIB	RPMI7951	-3.8092832416	0
CYCLOPHOSPHAMIDE	ERLOTINIB	SKMEL30	-3.9155480599	0
CYCLOPHOSPHAMIDE	ERLOTINIB	SKMES1	5.3164230339	0
CYCLOPHOSPHAMIDE	ERLOTINIB	SKOV3	5.6659633102999996	0
CYCLOPHOSPHAMIDE	ERLOTINIB	SW620	-11.9289757758	0
CYCLOPHOSPHAMIDE	ERLOTINIB	SW837	-1.4347186075	0
CYCLOPHOSPHAMIDE	ERLOTINIB	T47D	26.1848918333	0
CYCLOPHOSPHAMIDE	ERLOTINIB	UACC62	-5.741127917999999	0
CYCLOPHOSPHAMIDE	ERLOTINIB	UWB1289BRCA1	10.3659383251	0
CYCLOPHOSPHAMIDE	ERLOTINIB	UWB1289	19.9555164607	0
CYCLOPHOSPHAMIDE	ERLOTINIB	VCAP	2.9922642051999997	0
CYCLOPHOSPHAMIDE	ERLOTINIB	ZR751	5.8627990385	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	A2058	2.4735481235	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	A2780	-9.9655370922	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	A375	-8.5901180034	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	A427	-2.1847004024000003	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	CAOV3	-6.541062748200001	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	COLO320DM	2.9414874357	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	DLD1	-2.4608124746	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	EFM192B	1.7385380274000002	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	ES2	-12.9224348902	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	HCT116	13.7660092076	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	HT144	-11.2807849158	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	HT29	2.5473481935	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	KPL1	9.6157474389	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	LNCAP	20.2502422735	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	LOVO	1.0964197981000001	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	MDAMB436	11.7816040637	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	MSTO	-19.4558995335	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	NCIH1650	0.2575854171	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	NCIH2122	6.8166471457	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	NCIH23	-1.4379487271	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	NCIH460	3.6864006466	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	NCIH520	5.3394575912	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	OCUBM	10.5092421499	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	OV90	-5.7802012898	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	OVCAR3	-5.3041450661	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	PA1	-10.439841612	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	RKO	-2.1335307454	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	RPMI7951	-6.3095093869	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	SKMEL30	-10.7808190826	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	SKMES1	1.0591706844	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	SKOV3	2.0695400973	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	SW620	-6.434764928200001	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	SW837	-3.7189683843	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	T47D	-25.0594451844	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	UACC62	-13.015869798299999	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	UWB1289BRCA1	7.823650632300001	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	UWB1289	-8.1037692404	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	VCAP	5.3003107391	0
CYCLOPHOSPHAMIDE	GELDANAMYCIN	ZR751	-6.707725763099999	0
CYCLOPHOSPHAMIDE	L778123	A2058	3.8652029458999997	3
CYCLOPHOSPHAMIDE	L778123	A2780	7.0473856191	3
CYCLOPHOSPHAMIDE	L778123	A375	9.2078595148	3
CYCLOPHOSPHAMIDE	L778123	A427	4.8839129775	3
CYCLOPHOSPHAMIDE	L778123	CAOV3	1.2055952788	3
CYCLOPHOSPHAMIDE	L778123	COLO320DM	4.2883062046	3
CYCLOPHOSPHAMIDE	L778123	DLD1	2.5343871256	3
CYCLOPHOSPHAMIDE	L778123	EFM192B	7.603898429	3
